Löffel,"der Löffel, -","Bitte, bringen Sie mir einen Löffel.",,,,,
Lohn,"der Lohn, ¨-e",Sie bekommen Ihren Lohn immer am Ende des Monats.,Die Löhne sind hier sehr niedrig.,,,,
Lokal,"das Lokal, -e",Gibt es hier in der Nähe ein gemütliches Lokal?,,,,,
Lösung,"die Lösung, -en",Wir fahren alle zusammen mit dem Zug. Das ist die beste Lösung.,Die Aufgabe ist nicht schwer. Die Lösung ist ganz einfach.,,,,
Luft,die Luft,"Oh, hier ist aber schlechte Luft.",Die Seeluft tut mir gut.,Bitte mach das Fenster auf. Ich brauche frische Luft.,,,
Lüge,"die Lüge, -n",Das ist eine Lüge!,,,,,
Lust,die Lust,Ich habe keine Lust zu grillen.,Hast du Lust auf einen Tee?,,,,
Mädchen,"das Mädchen, -",Familie Kurz hat zwei Mädchen und einen Jungen.,,,,,
Magazin,"das Magazin, -e",Jugendliche lesen dieses Magazin gern.,,,,,
Magen,"der Magen, ¨-",Mit tut der Magen weh. Ich habe Magenschmerzen.,,,,,
Mahlzeit,"die Mahlzeit, -en",Die Tropfen bitte immer nach den Mahlzeiten einnehmen.,In Deutschland gibt es meist nur einmal am Tag eine warme Mahlzeit.,,,,
Mahnung,"die Mahnung, -en","Wenn du die Rechnung nicht pünktlich bezahlst, bekommst du eine Mahnung.",,,,,
Mal,"das Mal, -e",Das machen wir nächstes Mal.,Das erste Mal war ich vor fünf Jahren in England.,Bis zum nächsten Mal.,,,
"Maler, Malerin","der Maler, - die Malerin, -nen",Wir haben die Maler im Haus. Wir lassen die Wände neu streichen.,Picasso ist vielleicht der bekannteste Maler der Welt.,,,,
Mangel,"der Mangel, ¨-",In dieser Stadt gibt es einen großen Mangel an Wohnungen.,Die Maschine hat technische Mängel.,,,,
Mann,"der Mann, ¨-er",In unserer Firma arbeiten fast nur Männer.,Mein Mann arbeitet bei der Post.,,,,
Mannschaft,"die Mannschaft, -en",Unsere Mannschaft hat 0:1 verloren.,,,,,
Mantel,"der Mantel, ¨-",Es ist sehr kalt. Zieh deinen Mantel an.,,,,,
Mappe,"die Mappe, -n",Mein Pass ist in dieser Mappe.,,,,,
Märchen,"das Märchen, -",Meine Großmutter hat uns viele Märchen erzählt.,,,,,
Margarine,die Margarine,Meine Frau isst nur Margarine und keine Butter.,,,,,
Marille,"die Marille, -n (A) ? D, CH: Aprikose",Schmecken dir die Marillen?,,,,,
Marke,"die Marke, -n",Ich brauche bitte fünf Briefmarken zu 1 Euro.,Markenschuhe sind mir zu teuer.,,,,
Markt,"der Markt, ¨-e",Ich gehe heute auf den Markt.,Mittwochs und samstags ist bei uns Markt.,,,,
Marmelade,"die Marmelade, -n (D, A)",Bring bitte noch ein Glas Marmelade mit.,,,,,
Maschine,"die Maschine, -n",Ich habe eine neue Kaffeemaschine.,Unsere Maschine soll um 7 Uhr 10 starten.,,,,
Material,das Material,Aus welchem Material ist der Schrank? – Aus Holz.,,,,,
Matura,"die Matura (A, CH) ? D: Abitur",Meine Tocher hat gerade die Matura gemacht.,,,,,
Mauer,"die Mauer, -n",Die Kinder sind über die Mauer geklettert.,,,,,
"Mechaniker, Mechanikerin","der Mechaniker, - die Mechanikerin, -nen",Das kann nur ein Mechaniker reparieren.,Karim ist Automechaniker. Er arbeitet bei Opel.,,,,
Medien (Pl.),die Medien (Pl.),Umweltschutz ist in den Medien ein großes Thema.,,,,,
Medikament,"das Medikament, -e",Dieses Medikament gibt es nur auf Rezept.,Der Arzt hat mir ein Medikament verschrieben.,Für dieses Medikament müssen Sie fünf Euro dazu zahlen.,Dieses Medikament hat mir sehr gut geholfen.,,
Medizin,die Medizin,Du musst noch deine Medizin nehmen.,Mein Sohn will Medizin studieren.,,,,
Meer,"das Meer, -e",Wir machen immer Urlaub am Meer.,,,,,
Mehl,das Mehl,Ich möchte einen Kuchen backen. Ist noch genug Mehl da?,,,,,
Mehrheit,"die Mehrheit, -en",Die Mehrheit der Menschen in Deutschland besitzt ein Handy.,,,,,
Mehrwertsteuer,die Mehrwertsteuer,Die Mehrwertsteuer bei diesem Produkt beträgt 20 %.,,,,,
Meinung,"die Meinung, -en","Ich bin der Meinung, dass du recht hast.",Ich habe meine Meinung geändert.,Meiner Meinung nach gibt es hier zu viele Autos.,,,
Meister,"der Meister, -","Ich weiß nicht, wie man das macht. – Dann frag doch den Meister.",Unsere Mannschaft ist deutscher Meister geworden.,,,,
Meldung,"die Meldung, -en",Hast du die Meldung im Radio gehört? Es wird starken Sturm geben.,,,,,
Menge,"die Menge, -n","Diesen Preis gibt es nur, wenn Sie große Mengen kaufen.",Wir haben noch eine Menge Zeit.,Ich kenne schon eine Menge Leute in der Stadt.,Das Auto hat bestimmt eine Menge Geld gekostet.,,
Mensa,"die Mensa, -s/-en",Ich esse fast jeden Tag in der Mensa.,,,,,
Mensch,"der Mensch, -en",Die Menschen sind hier ein bisschen anders als im Süden.,,,,,
Menü,"das Menü, -s","Nimm doch das Menü, das sieht gut aus.",,,,,
Messe,"die Messe, -n",Kommst du mit zur Automobilmesse?,Vielleicht kann ich auf der Messe einen Job bekommen.,,,,
Messer,"das Messer, -",Das Messer schneidet nicht gut.,,,,,
Metall,"das Metall, -e",Dieser Tisch hier ist ganz aus Metall.,,,,,
Methode,"die Methode, -n","Weißt du eine gute Methode, um schnell gut Deutsch zu lernen?",,,,,
Metropole,"die Metropole, -n",Berlin und Wien sind Metropolen.,,,,,
Metzger,"der Metzger, - ? A: Fleischhauer",Dieser Metzger hat sehr gute Wurst.,,,,,
Miete,"die Miete, -n",Unsere Miete ist sehr hoch.,Wie viel Miete bezahlst du?,,,,
"Mieter, Mieterin","der Mieter, - die Mieterin, -nen",Sie hat heute neue Mieter für die Wohnung gefunden.,,,,,
"Migrant, Migrantin","der Migrant, -en die Migrantin, -nen",Viele Migranten kommen aus Osteuropa.,,,,,
Migration,die Migration,Gestern gab es im Fernsehen eine Diskussion zum Thema Migration.,,,,,
Milch,die Milch,Stellst du bitte die Milch in den Kühlschrank?,,,,,
Minderheit,"die Minderheit, -en",Frauen sind in unserer Firma in der Minderheit.,,,,,
Mineralwasser,das Mineralwasser,Kann ich bitte ein Mineralwasser haben?,,,,,
"Mitarbeiter, Mitarbeiterin","der Mitarbeiter, - die Mitarbeiterin, -nen",Unsere Firma hat sieben Mitarbeiter.,,,,,
Mitglied,"das Mitglied, -er",Für Mitglieder ist der Eintritt zum Konzert gratis.,,,,,
Mitte,die Mitte,Wo möchten Sie sitzen? – In der Mitte.,Bis Mitte der Woche bin ich fertig.,Ich habe Urlaub bis Mitte August.,"Den Schrank stellen wir ans Fenster, den Tisch in die Mitte.",,
Mittel,"das Mittel, -",Haben Sie ein Mittel gegen Magenschmerzen?,Der Arzt hat mir ein Mittel gegen Grippe verschrieben.,Das neue Waschmittel ist sehr gut.,,,
Möbel,"das Möbel, -",Wir haben uns neue Möbel gekauft.,,,,,
Mobilbox,"die Mobilbox, -en",Ich habe zwei Nachrichten auf meiner Mobilbox.,,,,,
Mobilität,"die Mobilität, -en",Sprachen zu lernen fördert die Mobilität.,,,,,
Mobiltelefon,"das Mobiltelefon, -e",Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?,,,,,
Mode,"die Mode, -n",Wie findest du die neue Mode?,Welche Farbe ist denn jetzt gerade in Mode?,,,,
Modell,"das Modell, -e",Wie findest du dieses Auto? – Dieses Modell gefällt mir nicht.,,,,,
Möglichkeit,"die Möglichkeit, -en",Sie wollen ans Meer? Da gibt es mehrere Möglichkeiten.,,,,,
Möhre,"die Möhre, -n (D) ? Karotte; CH: Rüebli",Hasen fressen gern Möhren.,,,,,
Moment,"der Moment, -e",Warten Sie bitte einen Moment.,Einen Moment bitte.,Ich habe im Moment sehr viel zu tun.,,,
Mond,"der Mond, -e",Bei Vollmond kann ich nicht schlafen.,,,,,
Monitor,"der Monitor, -e",Ich habe mir einen größeren Monitor gekauft. Das ist besser für meine Augen.,,,,,
Motor,"der Motor, -en",Der Motor ist kaputt. Das Auto fährt nicht mehr.,,,,,
Motorrad,"das Motorrad, ¨-er",Oskar fährt jeden Tag mit dem Motorrad zur Arbeit.,,,,,
Mühe,die Mühe,Vielen Dank für Ihre Mühe.,Mit ein bisschen mehr Mühe können wir das schaffen.,,,,
Müll,der Müll,Bringst du bitte noch den Müllsack raus?,Wir müssen den Müll trennen.,,,,
Müllabfuhr,die Müllabfuhr,Die Müllabfuhr kommt zweimal pro Woche.,,,,,
Mülltonne,"die Mülltonne, -n",Die Mülltonne ist voll.,,,,,
Mund,"der Mund, ¨-er",Sie haben Halsschmerzen? Bitte machen Sie mal den Mund auf.,,,,,
Münze,"die Münze, -n",Der Automat nimmt nur Münzen.,,,,,
Museum,"das Museum, Museen",Wir waren mit unserer Klasse im Museum.,,,,,
Musik,die Musik,Wie findest du die Musik?,Spanische Musik mag ich sehr.,Was für Musik hörst du gern?,,,
"Musiker, Musikerin","der Musiker, - die Musikerin, nen",Mein Bruder möchte Musiker werden.,,,,,
Muskel,"der Muskel, -n",Im Fitness-Studio trainieren wir unsere Muskeln.,,,,,
Müesli/Müsli,"das Müesli/Müsli, -",Zum Frühstück gibt es Müsli mit Obst.,,,,,
Mut,der Mut,"Man braucht viel Mut, um in einem fremden Land ganz neu anzufangen.",,,,,
Mutter,"die Mutter, ¨-",Meine Mutter heißt Klara.,Dieser Raum ist für Mütter mit kleinen Kindern reserviert.,,,,
"Nachbar, Nachbarin","der Nachbar, -n die Nachbarin, nen",Meine neue Nachbarin ist sehr nett.,,,,,
Nachfrage,"die Nachfrage, -n",Die Nachfrage für dieses Produkt ist groß.,,,,,
Nachhilfe,"die Nachhilfe, -n",Der Schüler braucht Nachhilfe in Mathematik.,,,,,
Nachricht,"die Nachricht, -en",Ich habe eine gute Nachricht für Sie. Sie haben die Prüfung bestanden.,Ich habe im Radio die Nachrichten gehört.,Im Moment bin ich nicht zu Hause. Aber Sie können eine Nachricht hinterlassen.,,,
Nachspeise,"die Nachspeise, -n (D, A) ? Dessert",Nach dem Essen gab es noch eine leckere Nachspeise,,,,,
Nachteil,"der Nachteil, -e",Einen Nachteil hat die Wohnung. Sie liegt nicht zentral.,,,,,
Nachwuchs,der Nachwuchs,Der Nachwuchs bei Forschern soll gefördert werden.,Die Katze hat Nachwuchs bekommen.,,,,
Nadel,"die Nadel, -n",Hast du eine Nadel für mich? Ich muss einen Knopf annähen.,,,,,
Nagel,"der Nagel, ¨-",Kannst du mir den Nagel in die Wand schlagen?,Ich muss mir die Fingernägel schneiden.,,,,
Nähe,die Nähe,Die Post ist ganz in der Nähe vom Bahnhof.,,,,,
Nahrungsmittel,"das Nahrungsmittel, -",In diesen Ländern fehlen vor allem Nahrungsmittel.,,,,,
Name,"der Name, -n",Wie ist Ihr Name?,An den Namen kann ich mich nicht mehr erinnern.,,,,
Familienname,"der Familienname, -n",Ludin ist mein Familienname.,,,,,
Vorname,"der Vorname, -n",Mein Vorname ist Thomas.,,,,,
Nase,"die Nase, -n",Haben Sie Nasentropfen? Ich bin stark erkältet.,,,,,
Natur,die Natur,Ich bin gern draußen in der Natur.,,,,,
Nebel,"der Nebel, -",Wegen Nebels konnten wir gestern nicht in Frankfurt landen.,Fahren Sie bei Nebel besonders vorsichtig!,,,,
Neffe,"der Neffe, -n",Meine Schwester hat zwei Kinder. Meine Neffen sind drei und fünf Jahre alt.,,,,,
Nerv,"der Nerv, -en",Er leidet an einer Nervenkrankheit.,Mach bitte das Radio aus. Die Musik geht mir auf die Nerven.,,,,
Netz,"das Netz, -e",Bitte bring ein Netz Orangen.,Der Ball berührte das Netz.,Seid ihr schon ans Netz angeschlossen?,,,
Netzwerk,"das Netzwerk, -e",Soziale Netzwerke sind wichtig.,Das Telefonnetzwerk wird ständig erweitert.,,,,
Neuigkeit,"die Neuigkeit, -en",In dieser Sache gibt es keine Neuigkeiten.,,,,,
Nichte,"die Nichte, -n",Die Tasche ist ein Geschenk von meiner Nichte.,,,,,
"Nichtraucher, Nichtraucherin","der Nichtraucher, - die Nichtraucherin, -nen",In unserer Familie sind alle Nichtraucher.,Möchten Sie einen Tisch im Nichtraucherbereich?,,,,
Notaufnahme,"die Notaufnahme, -n",Die Notaufnahme ist gleich hier links.,,,,,
Notausgang,"der Notausgang, ¨-e",Der Notausgang ist gleich hier bei der Treppe.,,,,,
Notfall,"der Notfall, ¨-e",Wir haben einen Notfall. Bitte schicken Sie einen Krankenwagen.,Im Notfall rufen Sie bitte diese Nummer an.,,,,
Notruf,der Notruf,Der Notruf hat die Nummer 110.,,,,,
Note,"die Note, -n",Eva hat immer sehr gute Noten in Mathematik.,Meine Kinder lernen im Musikunterricht gerade Noten lesen.,,,,
Notiz,"die Notiz, -en",Ich habe Ihnen eine Notiz geschrieben.,Hast du einen Notizzettel für mich?,,,,
Nudel,"die Nudel, -n",Möchten Sie Nudeln oder Reis? – Lieber Nudeln.,,,,,
Nummer,"die Nummer, -n",Ich habe mich in der Hausnummer geirrt.,Ich habe die falsche Nummer gewählt.,Der Wagen hatte eine Münchner Nummer.,Sie haben Zimmer Nummer zwölf.,Bitte geben Sie mir Ihre Kontonummer.,Haben Sie die Bluse eine Nummer kleiner?
Ober,"der Ober, - (D, A) ? Kellner; CH: Serviceangestellter",Ich bin Ober von Beruf.,,,,,
Obst,"das Obst (D, A) ? CH: Früchte",Obst kaufe ich am liebsten auf dem Markt.,,,,,
(Back-)Ofen,"der (Back-)Ofen, ¨- (D, CH) ? A: (Back-)Rohr",Ich habe gerade eine Pizza gemacht. Sie ist ganz frisch aus dem Ofen.,,,,,
Öffentlichkeit,die Öffentlichkeit,Von solchen Dingen erfährt die Öffentlichkeit nur selten.,Ich möchte in der Öffentlichkeit nicht streiten.,,,,
Ohr,"das Ohr, -en",Ich habe Ohrenschmerzen.,Das Baby hat aber kleine Ohren!,,,,
Öl,"das Öl, -e",Es fehlt Öl am Salat.,Wir heizen mit Öl.,Können Sie bei meinem Auto bitte das Öl kontrollieren?,,,
Oma,"die Oma, -s",Meine Oma ist achtzig Jahre alt geworden.,,,,,
Onkel,"der Onkel, -",Nächste Woche fahre ich zu meinem Onkel nach Berlin.,,,,,
Opa,"der Opa, -s",Mein Opa heißt Hans.,,,,,
Oper,"die Oper, -n",Ich mag Opern.,Warst du schon mal in der Oper?,,,,
Operation,"die Operation, -en",Seit der Operation kann ich mein Knie nicht mehr bewegen.,,,,,
Opfer,"das Opfer, -",Bei der Schiffskatastrophe gab es viele Opfer.,,,,,
Orange,"die Orange, -n",Ich esse gern Orangen.,,,,,
Orchester,"das Orchester, -",Auf unserer Hochzeit hat ein kleines Orchester gespielt.,,,,,
Ordination,"die Ordination, -en (A) ? Praxis",Die Ordination bleibt bis zum 7. Jänner geschlossen.,,,,,
Ordination,"die Ordination, -en (A) ? Sprechstunde",Frau Dr. Berger hat von 8 bis 12 Uhr Ordination.,,,,,
Ordner,"der Ordner, -",Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.,,,,,
Ordnung,die Ordnung,Mach mal etwas Ordnung in deinem Zimmer!,Bitte beachten Sie die Hausordnung.,Mit dem Motor ist etwas nicht in Ordnung.,,,
Organisation,"die Organisation, -en",Die Organisation des Festes war sehr gut.,Sind Sie Mitglied in einer Organisation?,,,,
Original,"das Original, -e",Das Original ist für Sie. Wir bekommen die Kopie.,,,,,
Ort,"der Ort, -e",Vergessen Sie Ort und Datum nicht.,,,,,
Vorort,"der Vorort, -e",Mein Bruder wohnt in einem Vorort von Hamburg.,,,,,
Wohnort,"der Wohnort, -e",Tragen Sie bitte auch Ihren Wohnort ein.,,,,,
Ozean,"der Ozean, -e",Dieses Schiff fährt über den Atlantischen Ozean.,,,,,
Paar,"das Paar, -e",Ina und Pedro sind ein Paar.,Gestern habe ich mir ein Paar neue Schuhe gekauft.,,,,
Paket,"das Paket, -e",Hast du das Paket zur Post gebracht?,,,,,
Panne,"die Panne, -n",Kurz vor München hatten wir eine Panne mit dem Auto.,"Die Reise war schlecht organisiert, es gab mehrere Pannen.",,,,
Papier,"das Papier, -e",Hast du ein Blatt Papier für mich?,Bitte bringen Sie zu dem Termin alle Papiere mit.,,,,
Paradeiser,"der Paradeiser, - (A) ? Tomate",Kauf bitte noch Paradeiser auf dem Markt.,,,,,
Parfüm,"das Parfüm, -s",Zum Geburtstag habe ich von meinem Mann ein Parfüm bekommen.,,,,,
Park,"der Park, -s",Ich gehe gern im Park spazieren.,,,,,
"Partner, Partnerin","der Partner, - die Partnerin, -nen",Wir haben das Geschäft zusammen. Wir sind Partner.,Beide Partner kümmern sich um die Kinder.,Herr Aydin ist mein Geschäftspartner.,,,
Party,"die Party, -s",Letzte Woche war ich auf einer Geburtstagsparty.,,,,,
Pass,"der Pass, ¨-e",Ich muss meinen Pass verlängern lassen.,Im Hotel brauchst du bei der Anmeldung deinen Pass.,,,,
"Passagier, Passagierin","der Passagier, -e die Passagierin, -nen",Die Passagiere Schulz und Kaufmann sollen bitte zur Information kommen.,,,,,
"Patient, Patientin","der Patient, -en die Patientin, -nen",Ich bin Patientin bei Dr. Hausner. Ich möchte bitte einen Termin.,,,,,
Pause,"die Pause, -n",Wir machen zehn Minuten Pause.,,,,,
Pech,das Pech,Es regnet. Unser Picknick fällt leider aus. – So ein Pech!,Wir hatten im Urlaub Pech mit dem Wetter.,,,,
Pension,"die Pension, -en",Im Urlaub haben wir in einer kleinen Pension gewohnt.,,,,,
Pension,"die Pension, -en (A, CH) ? D, CH: Rente",Sie ist 67 und bekommt jetzt eine gute Pension.,,,,,
"Pensionist, Pensionistin","der Pensionist, -en die Pensionistin, -nen (A) ? D, CH: Rentner",Meine Großmutter arbeitet nicht mehr. Sie ist Pensionistin.,,,,,
Perron,"der Perron, -s (CH) ? D, A: Bahnsteig",Auf Hauptbahnhöfen gibt es meist viele Perrons.,,,,,
Person,"die Person, -en",Eintritt pro Person: 2 Euro.,,,,,
Personalien (Pl.),die Personalien (Pl.),Mein Kollege wird Ihre Personalien aufnehmen.,,,,,
Personenstand,"der Personenstand ? D, A: Familienstand; CH: Zivilstand",Bei „Personenstand“ musst du „ledig“ ankreuzen.,,,,,
Personal,das Personal,Dieser Eingang ist nur für das Personal.,,,,,
Pfanne,"die Pfanne, -n (CH) ? D, A: Topf",Hast du keine größere Pfanne? Ich möchte Kartoffeln kochen.,,,,,
Pfeffer,der Pfeffer,Bringen Sie uns bitte Pfeffer und Salz.,,,,,
Pflanze,"die Pflanze, -n","Wenn wir im Urlaub sind, gießt die Nachbarin unsere Pflanzen.",,,,,
Pflaster,"das Pflaster, -",Hast du ein Pflaster? Ich habe mich geschnitten.,,,,,
Pflaume,"die Pflaume, -n",Ich esse gern Pflaumen und noch lieber Pflaumenkuchen.,,,,,
"Pfleger, Pflegerin","der Pfleger, - die Pflegerin, -nen",Meine Freundin ist Pflegerin in einem Altersheim.,,,,,
Pflicht,"die Pflicht, -en",Als Autofahrer müssen Sie eine Versicherung haben. Das ist Pflicht.,,,,,
Phantasie/Fantasie,"die Phantasie/Fantasie, -n",Mein Sohn malt sehr gut. Er hat viel Phantasie.,,,,,
Picknick,"das Picknick, -s die Pille, -n",Am Sonntag machen wir ein Picknick. Der Arzt hat mir neue Pillen verschrieben.,,,,,
Pilz,"der Pilz, -e ? A: Schwammerl",Haben Sie frische Pilze?,,,,,
Pizza,"die Pizza, -s/Pizzen",Lass uns eine Pizza bestellen!,,,,,
Plakat,"das Plakat, -e",Im Unterricht haben wir ein Plakat gemacht.,,,,,
Plan,"der Plan, ¨-e","Was macht ihr im Sommer? – Ich weiß noch nicht, wir haben noch keine Pläne.",Haben Sie einen Plan von Berlin?,,,,
Planung,"die Planung, -en",Unsere Planung für das Sommerfest steht schon lange.,,,,,
Plastik,das Plastik,Was für ein Spielzeug möchten Sie? Aus Plastik oder aus Holz?,,,,,
Platz,"der Platz, ¨-e",In unserer Wohnung haben wir nicht genug Platz.,Ist dieser Platz noch frei?,Nehmen Sie bitte Platz.,"Die Post ist auf dem Platz, direkt am Markt.",,
Politik,die Politik,Ich interessiere mich nicht für Politik.,,,,,
"Politiker, Politikerin","der Politiker, - die Politikerin, -nen","Weißt du, wie dieser Politiker heißt?",,,,,
Polizei,die Polizei,Rufen Sie bitte die Polizei.,Er arbeitet bei der Polizei.,,,,
"Polizist, Polizisten","der Polizist, -en die Polizistin, -nen",Die Ampel war kaputt. Ein Polizist hat den Verkehr geregelt.,,,,,
Pommes frites (Pl.),die Pommes frites (Pl.),Die Kinder essen gern Würstchen mit Pommes frites.,,,,,
Portemonnaie/Portmonee,"das Portemonnaie/Portmonee, -s (D, CH) ? Brieftasche; A: Geldbörse",Ich habe nur Kleingeld in meinem Portemonnaie.,,,,,
Portion,"die Portion, -en","Bitte, eine große Portion Sahne!",,,,,
Post,die Post,Die Post macht erst um 8 Uhr auf.,Meine Frau arbeitet bei der Post.,Ist Post für mich da?,,,
Postleitzahl,"die Postleitzahl, -en",Weißt du die Postleitzahl der Kollwitzstraße in Berlin?,,,,,
"Pöstler, Pöstlerin","der Pöstler, - die Pöstlerin, -nen (CH) ? Briefträger",War die Pöstlerin schon da?,,,,,
Poulet,"das Poulet, -s (CH) ? D: Hähnchen/Hühnchen; A: Hend(e)l",Zum Mittagessen gibt es Poulet mit Reis.,,,,,
Praktikum,"das Praktikum, Praktika",Ich mache diesen Sommer drei Monate ein Praktikum bei einer Firma.,,,,,
"Prkatikant, Praktikantin","der Praktikant, -en die Praktikantin, -nen",Bei dieser Firma habe ich zwei Jahre als Praktikantin gearbeitet.,,,,,
Präsentation,"die Präsentation, -en",Die Schülerin hat für ihre Präsentation eine gute Note bekommen.,,,,,
Praxis,die Praxis,Das ist die Theorie. In der Praxis ist vieles ganz anders.,,,,,
Praxis,"die Praxis, Praxen ? A: Ordination",Die Arztpraxis bleibt bis zum 7. Januar geschlossen.,,,,,
Preis,"der Preis, -e",Die Preise sind schon wieder gestiegen.,Wer hat den ersten Preis gewonnen?,,,,
Presse,die Presse,Darüber konnte sich jeder in der Presse informieren.,,,,,
Problem,"das Problem, -e",José spricht nicht gern über seine Probleme.,,,,,
Produkt,"das Produkt, -e",Unsere Produkte haben eine hohe Qualität.,"Der Arzt sagt, ich soll keine fertigen Produkte essen.",,,,
Produktion,die Produktion,Die Produktion von Käse dauert oft viele Wochen.,,,,,
"Professor, Professorin","der Professor, -en die Professorin, -nen",Unsere Nachbarin ist Professorin an der Universität.,,,,,
Profi,"der Profi, -s",Keine Angst. Mein Bruder kann die Heizung bestimmt reparieren. Er ist doch ein Profi.,,,,,
"Profisportler, Profisportlerin","der Profisportler, - die Profisportlerin, -nen",Mein Sohn möchte Profisportler werden.,,,,,
Programm,"das Programm, -e",Hast du schon ins Programm geguckt? Gibt es heute im Fernsehen einen schönen Film?,Mit welchen Programmen arbeitest du am Computer?,,,,
Projekt,"das Projekt, -e",Der Staat fördert Projekte für Kinder und Jugendliche.,,,,,
Prospekt,"der Prospekt, -e",Bitte schicken Sie mir einen Prospekt von Ihrem Hotel.,,,,,
Protest,"der Protest, -e",Alle Proteste haben nichts genützt.,,,,,
Prozess,"der Prozess, -e",Der Prozess wird direkt aus dem Gerichtssaal im Fernsehen übertragen.,,,,,
Prüfung,"die Prüfung, -en",Mein Freund hat die Prüfung bestanden.,,,,,
Publikum,das Publikum,Es war ein tolles Konzert. Das Publikum war begeistert.,,,,,
Pullover,"der Pullover, -",Ich habe mir einen Pullover gekauft.,,,,,
Punkt,"der Punkt, -e",Das Konzert beginnt um Punkt 20 Uhr.,Beim letzten Satz fehlt der Punkt.,Diesen Punkt haben wir noch nicht besprochen.,,,
Puppe,"die Puppe, -n",Unsere kleine Tochter bekommt zum Geburtstag eine Puppe.,,,,,
Qualifikation,"die Qualifikation, -en",Für diese Arbeit haben Sie gute Qualifikationen.,,,,,
Qualität,"die Qualität, -en","Für mich ist nicht nur der Preis wichtig, sondern auch die Qualität.",,,,,
Quartier,"das Quartier, -e (CH) ? D, A: Viertel",Wir wohnen in einem schönen Quartier.,,,,,
Quittung,"die Quittung, -en",Brauchen Sie eine Quittung?,,,,,
Quiz,das Quiz,Er hat beim Quiz gewonnen.,,,,,
Rabatt,"der Rabatt, -e",Sie bekommen zehn Prozent Rabatt.,,,,,
Rad,"das Rad, ¨-er",Hast du noch ein Rad? Ich bin durch Glas gefahren und jetzt ist mein Rad kaputt.,,,,,
Rad,"das Rad, ¨-er (D, A) ? Fahrrad; CH: Velo",Sie fährt jeden Morgen mit dem Rad zur Arbeit.,Am Sonntag fahren wir oft Rad.,,,,
"Radfahrer, Radfahrerin","der Radfahrer, - die Radfahrerin, -nen",Achtung! Da kommt eine Radfahrerin.,,,,,
Radio,"das Radio, -s",Ich möchte mir ein neues Radio kaufen.,Ich höre gern Radio.,,,,
(Schlag-)Rahm,"der (Schlag-)Rahm (CH) ? D: (Schlag-)Sahne, A: (Schlag-)Obers",Ich hätte gern ein Stück Torte mit (Schlag-)Rahm.,,,,,
Rand,"der Rand, ¨-er",Wir wohnen am Rand der Innenstadt. Dort ist es billiger und ruhiger.,,,,,
Rasen,"der Rasen, -",Bitte den Rasen nicht betreten!,,,,,
Rat,der Rat,Was soll ich machen? Können Sie mir einen Rat geben?,,,,,
Rätsel,"das Rätsel, -",Ich kann dieses Rätsel nicht lösen.,,,,,
Rathaus,"das Rathaus, ¨-er",Hier links sehen Sie das Rathaus.,Die Wahl findet im Rathaus statt.,,,,
"Raucher, Raucherin","der Raucher, - die Raucherin, -nen",Gibt es hier ein Zimmer für Raucher?,Ich bin keine Raucherin. Ich bin Nichtraucherin.,,,,
Raum,"der Raum, ¨-e",Getränke gibt es im Raum nebenan.,,,,,
Reaktion,"die Reaktion, -en",Diese Reaktion ist typisch für ihn.,,,,,
Realität,"die Realität, -en",Das gefällt dir nicht? Aber das ist die Realität.,,,,,
Recherche,"die Recherche, -n",Für diesen Bericht waren viele Recherchen nötig.,,,,,
Rechner,"der Rechner, -",Mein Rechner ist kaputt.,,,,,
Rechnung,"die Rechnung, -en","Bitte, die Rechnung!",Brauchen Sie für diese Reparatur eine Rechnung?,,,,
Recht,"das Recht, -e",Nach deutschem Recht kann er dafür nicht bestraft werden.,Ich hatte Vorfahrt. Ich war im Recht.,"Die Rechnung stimmt nicht? Dann haben Sie das Recht, das Geld zurückzubekommen.",,,
Rede,"die Rede, -n",Der Präsident hat eine Rede gehalten.,,,,,
Referat,"das Referat, -e",Vielen Dank für dieses interessante Referat.,,,,,
Reform,"die Reform, -en",Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.,,,,,
Regal,"das Regal, -e",Das Buch steht im Regal oben rechts.,,,,,
Regel,"die Regel, -n",Im Straßenverkehr sind viele Regeln zu beachten.,Wie geht dieses Spiel? Kennst du die Regeln?,In der Regel geht sie um sieben Uhr aus dem Haus.,,,
Regen,der Regen,Bei Regen fällt das Konzert aus.,,,,,
Region,"die Region, -en",In der Rhein-Main-Region sind die Mieten sehr hoch.,Die Milch ist aus der Region.,,,,
Reifen,"der Reifen, -",Ihr Wagen braucht neue Reifen.,,,,,
Reihe,"die Reihe, -n",Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe.,Wer ist jetzt an der Reihe?,,,,
Reihenfolge,"die Reihenfolge, -n",Achten Sie auf die Reihenfolge der Inhaltspunkte.,,,,,
Reinigung,"die Reinigung, -en",Die Reinigung des Büros ist nicht teuer.,Kannst du bitte die Bluse in die Reinigung bringen?,,,,
Reis,der Reis,"Eine Portion Huhn mit Reis, bitte.",,,,,
Reise,"die Reise, -n",Wir haben eine Reise nach Österreich gebucht.,Auf der Reise haben wir nette Leute kennengelernt.,,,,
Reisebüro,"das Reisebüro, -s",Wir haben die Reise im Reisebüro gebucht.,,,,,
