type,word,german,english
other,roh,Du kannst das nicht essen. Das Fleisch ist noch roh.,You can't eat it. The meat is still raw.
noun,Kanne,"Das ist aber eine schöne Teekanne. – Ja, die ist aus China.","That's a beautiful teapot. - Yes, it's from China."
noun,Kanne,Bitte einen Kaffee! – Eine Tasse oder ein Kännchen?,A coffee please! - A cup or a pot?
noun,Nachhilfe,Der Schüler braucht Nachhilfe in Mathematik.,The student needs tutoring in math.
noun,Fasching,Dort hängt mein Kostüm für den Faschings(um)zug.,My costume for the carnival parade is hanging there.
noun,Träne,Sie trocknet dem Kind die Tränen. Wie willst du die Möbel denn transportieren?,She dries the child's tears. How are you going to transport the furniture?
noun,Drucker,Ich brauche einen neuen Drucker für meinen Computer.,I need a new printer for my computer.
noun,Einführung,Leider habe ich die Einführung des Kurses verpasst.,"Unfortunately, I missed the introduction of the course."
verb,leid tun,Die Frau tut mir leid.,I feel sorry for the woman.
verb,leid tun,"Wie komme ich zum Bahnhof? - Tut mir leid, das weiß ich nicht.","How do I get to the station? - I'm sorry, I don't know."
verb,leid tun,"Es tut mir leid, dass ich Ihnen nicht helfen kann.",I'm sorry that I can't help you.
noun,Pilz,Haben Sie frische Pilze?,Do you have fresh mushrooms?
verb,abwaschen,Ich muss noch das Geschirr abwaschen.,I still have to wash the dishes.
other,abwärts,Von dort führt der Weg abwärts ins Tal.,"From there, the path leads down into the valley."
noun,"Zuhörer, Zuhörerin","Liebe Zuhörerinnen und Zuhörer, Ihre Meinung interessiert uns. Bitte rufen Sie an!","Dear listeners, we are interested in your opinion. Please give us a call!"
noun,"Unternehmer, Unternehmerin",Sie ist erfolgreiche Unternehmerin.,She is a successful entrepreneur.
noun,Lehrling,Als Lehrling verdient man nicht sehr viel Geld.,You don't earn very much money as an apprentice.
noun,Schwimmbad,Kommst du mit ins Schwimmbad?,Are you coming to the swimming pool?
noun,Urkunde,"Wenn wir das Spiel gewinnen, bekommen wir eine Urkunde.","If we win the game, we get a certificate."
verb,kaputtmachen,Wer hat die Lampe kaputtgemacht?,Who broke the lamp?
noun,Landwirtschaft,Auf dem Land arbeiten die meisten Leute in der Landwirtschaft.,"In the countryside, most people work in agriculture."
verb,eintragen,Tragen Sie sich bitte in die Liste ein.,Please add your name to the list.
other,untersagt,"Es ist untersagt, hier zu rauchen.",It is forbidden to smoke here.
noun,Beschäftigung,"Ich suche eine Halbtagsbeschäftigung, weil ich ein kleines Kind habe.",I am looking for a part-time job because I have a small child.
noun,Nachwuchs,Der Nachwuchs bei Forschern soll gefördert werden.,The next generation of researchers is to be promoted.
noun,Nachwuchs,Die Katze hat Nachwuchs bekommen.,The cat has had kittens.
noun,"Tourist, Touristin",Es kommen immer mehr Touristen in unsere Stadt.,More and more tourists are coming to our city.
noun,Hallenbad,Sie geht jeden Tag zum Schwimmen ins Hallenbad.,She goes swimming in the indoor pool every day.
noun,Faktor,Die Creme hat einen hohen Sonnenschutzfaktor.,The cream has a high sun protection factor.
verb,sich lohnen,Für drei Tage zu meinen Eltern fahren lohnt sich nicht. Es ist zu weit.,It's not worth driving to my parents for three days. It's too far.
verb,sich erkundigen,Hast du dich schon nach einem Zug erkundigt?,Have you already asked about a train?
verb,sich erkundigen,"Ich möchte mich erkundigen, wie es Ihnen geht.",I would like to find out how you are doing.
noun,Hackfleisch,Geben Sie mir bitte 500g Hackfleisch.,Please give me 500g of minced meat.
other,zugänglich,Der Park ist für alle zugänglich.,The park is accessible to all.
verb,versäumen,"Tut mir leid, ich habe die Anmeldefrist versäumt.","Sorry, I missed the registration deadline."
noun,Tomate,Kauf bitte noch Tomaten auf dem Markt.,Please buy tomatoes at the market.
noun,Fotografie,Ich interessiere mich für Fotografie.,I am interested in photography.
verb,basteln,Die Kinder basteln ein Vogelhaus.,The children make a birdhouse.
verb,basteln,Ich arbeite gern mit natürlichen Bastelmaterialien.,I like to work with natural craft materials.
other,vorder-,In den vorderen Reihen sind noch Plätze frei.,There are still seats available in the front rows.
noun,Rechner,Mein Rechner ist kaputt.,My computer is broken.
noun,Fasnacht,Dort hängt mein Kostüm für den Fasnachtsumzug.,My costume for the carnival parade is hanging there.
noun,Schnupfen,Ich habe Schnupfen. Welches Medikament empfehlen Sie?,I have a cold. Which medicine do you recommend?
verb,zubereiten,Sie bereitet das Fleisch mit Kartoffeln zu.,She prepares the meat with potatoes.
other,ledig,Wie ist Ihr Familienstand? – Ledig.,What is your marital status? - Single.
noun,"Absender, Absenderin",Schicken Sie das Paket an den Absender zurück.,Return the parcel to the sender.
noun,Tätigkeit,Welche Tätigkeit würde Ihnen Spaß machen?,Which activity would you enjoy?
noun,Essig,Am Salat fehlt noch etwas Essig.,The salad still needs a little vinegar.
noun,Schwammerl,Haben Sie frische Schwammerln? Meine Frau ist im dritten Monat schwanger.,Do you have fresh mushrooms? My wife is three months pregnant.
noun,Wörterbuch,Ich muss das Wort im Wörterbuch nachschlagen.,I'll have to look the word up in the dictionary.
noun,Geldbörse,Ich habe nur Kleingeld in meiner Geldbörse.,I only have small change in my wallet.
other,letzt-,Was hast du letzte Woche gemacht?,What did you do last week?
other,letzt-,Ich wohne im letzten Haus auf der rechten Seite.,I live in the last house on the right-hand side.
other,letzt-,Wann haben Sie Ihre Familie das letzte Mal gesehen?,When was the last time you saw your family?
noun,Taste,An der Fernbedienung ist eine Taste kaputt.,A button on the remote control is broken.
noun,Taste,Du musst jetzt die Stopp-Taste drücken.,You must now press the stop button.
verb,besichtigen,Im Urlaub haben wir Schloss Schönbrunn besichtigt.,We visited Schönbrunn Palace during our vacation.
noun,Muskel,Im Fitness-Studio trainieren wir unsere Muskeln.,We train our muscles in the gym.
verb,beschränken,Die Teilnehmerzahl für den Kurs ist beschränkt.,The number of participants for the course is limited.
noun,Terminkalender,Hast du unser Treffen schon in deinen Terminkalender eingetragen?,Have you already entered our meeting in your diary?
other,strafbar,"Was du da machst, ist strafbar.",What you are doing is a criminal offense.
verb,überholen,Hier dürfen Lkws nicht überholen.,Trucks are not allowed to overtake here.
verb,zusagen,Meine Eltern haben uns zum Essen eingeladen. Ich habe zugesagt.,My parents invited us to dinner. I accepted.
noun,Faschierte,Geben Sie mir bitte 500 g Faschiertes.,Please give me 500 g of minced meat.
noun,Statistik,"Die Statistik zeigt, dass jeder zweite ein Fahrrad besitzt.",Statistics show that every second person owns a bicycle.
noun,"Kriminal-, Kriminalpolizei",Ein Nachbar von uns arbeitet bei der Kriminalpolizei.,A neighbor of ours works for the criminal investigation department.
other,gültig,Mein Pass ist nur noch zwei Monate gültig.,My passport is only valid for two months.
noun,Begründung,Die Miete wurde ohne Begründung erhöht.,The rent was increased without justification.
noun,Teilnahme,Die Teilnahme am Gewinnspiel ist kostenlos.,Participation in the competition is free of charge.
verb,schimpfen,"Der Arzt hat mit mir geschimpft, weil ich zu wenig Sport mache.",The doctor scolded me for not doing enough sport.
verb,schimpfen,Alle schimpfen über/auf das Wetter.,Everyone complains about the weather.
verb,streiken,Die Arbeiter streiken für höhere Löhne.,The workers are striking for higher wages.
noun,Müesli/Müsli,Zum Frühstück gibt es Müsli mit Obst.,For breakfast there is muesli with fruit.
other,manch-,Manche Nachbarn sind unfreundlich.,Some neighbors are unfriendly.
other,manch-,An manchen Tagen ist das Zugfahren billiger.,"On some days, train travel is cheaper."
noun,Mineralwasser,Kann ich bitte ein Mineralwasser haben?,"Can I have a mineral water, please?"
other,traditionell,Ich mag die traditionelle Küche.,I like traditional cuisine.
noun,Alphabet,Wie viele Buchstaben hat das Alphabet in Ihrer Sprache?,How many letters does the alphabet have in your language?
noun,Bahnsteig,Auf Hauptbahnhöfen gibt es meist viele Bahnsteige.,There are usually many platforms at main stations.
other,digital,Ich habe eine Digitaluhr gekauft. Die geht genauer als meine alte Uhr.,I bought a digital watch. It is more accurate than my old watch.
verb,speichern,Sie müssen die Datei speichern.,You must save the file.
verb,abschreiben,Er hat die Hausaufgaben von mir abgeschrieben.,He copied the homework from me.
noun,Reklame,Ich möchte keine Reklame im Briefkasten.,I don't want any advertising in my letterbox.
noun,Briefträger,War die Briefträgerin schon da?,Has the letter carrier arrived yet?
verb,eilen,Es eilt sehr. Bitte machen Sie schnell.,It's very urgent. Please do it quickly.
other,sportlich,Ich bin nicht sehr sportlich.,I'm not very sporty.
other,sportlich,Ich mag bequeme und sportliche Kleidung.,I like comfortable and sporty clothes.
noun,Hersteller,Ihr Handy ist kaputt? Wir schicken es an den Hersteller zurück und lassen es reparieren.,Is your cell phone broken? We'll send it back to the manufacturer and have it repaired.
noun,Perron,Auf Hauptbahnhöfen gibt es meist viele Perrons.,There are usually many platforms at main stations.
noun,Salbe,Diese Salbe gibt es nur auf Rezept.,This ointment is only available on prescription.
other,fließend,Mein Kollege spricht fließend Deutsch.,My colleague speaks fluent German.
other,fließend,Zimmer mit fließendem Wasser.,Room with running water.
noun,Buchstabe,Gibt es diesen Buchstaben auch in deiner Muttersprache?,Does this letter also exist in your mother tongue?
noun,Buchstabe,Ihr Name beginnt mit K. – Buchstabe K ist in Zimmer 3. Bitte warten Sie dort.,"Your name begins with K. - Letter K is in room 3, please wait there."
noun,"Fachmann, Fachfrau",Meine Schwester ist Computerfachfrau.,My sister is a computer specialist.
noun,Bohne,Ich esse gern Bohnen.,I like to eat beans.
noun,Überweisung,Sie können bar oder per Überweisung bezahlen.,You can pay in cash or by bank transfer.
noun,Überweisung,Der Hausarzt hat mir eine Überweisung fürs Krankenhaus gegeben.,The family doctor gave me a referral for the hospital.
other,flexibel,Meine Arbeitszeit ist flexibel.,My working hours are flexible.
noun,Haltestelle,An der nächsten Haltestelle müssen wir aussteigen.,We have to get off at the next stop.
verb,verpflegen,Wir werden hier sehr gut mit Essen verpflegt.,We are very well catered for here.
other,aufwärts,Sie müssen gute Schuhe anziehen. Der Weg geht immer aufwärts.,You need to put on good shoes. The path is always uphill.
other,aufwärts,In letzter Zeit geht es wieder aufwärts mit der Wirtschaft.,The economy has been on the up again recently.
noun,Paradeiser,Kauf bitte noch Paradeiser auf dem Markt.,Please buy tomatoes at the market.
other,steil,Die Straße zu unserem Haus ist sehr steil.,The road to our house is very steep.
noun,Flohmarkt,Diesen Hut habe ich am Flohmarkt gekauft.,I bought this hat at a flea market.
noun,Bürste,Hast du eine Bürste? Meine Schuhe sind so schmutzig.,Do you have a brush? My shoes are so dirty.
noun,Bürste,Ich brauche eine Bürste für meine Haare.,I need a brush for my hair.
noun,Mappe,Mein Pass ist in dieser Mappe.,My passport is in this folder.
verb,anschaffen,Wir haben uns neue Möbel angeschafft.,We have purchased new furniture.
verb,beschließen,"Wir haben beschlossen, uns ein kleineres Auto zu kaufen.",We have decided to buy a smaller car.
noun,"Rentner, Rentnerin",Meine Großmutter arbeitet nicht mehr. Sie ist Rentnerin.,My grandmother no longer works. She is a pensioner.
other,mager,Bitte 1 kg mageres Fleisch.,Please 1 kg of lean meat.
noun,Broschüre,In der Broschüre finden Sie die neuesten Informationen.,You will find the latest information in the brochure.
noun,Abitur,Meine Tochter hat gerade Abitur gemacht.,My daughter has just graduated from high school.
noun,Dialekt,"Ich verstehe dich besser, wenn du nicht Dialekt sprichst.",I understand you better when you don't speak dialect.
noun,"Pöstler, Pöstlerin",War die Pöstlerin schon da?,Has the postwoman arrived yet?
noun,Anmeldung,Wo bekomme ich die Formulare für die Anmeldung?,Where can I get the registration forms?
noun,Anmeldung,"Die Anmeldung ist im Erdgeschoss, Zimmer 55.","Registration is on the first floor, room 55."
verb,verschreiben,Die Ärztin hat mir Tabletten verschrieben.,The doctor prescribed me tablets.
noun,Ordner,Für meine Übungen im Deutschkurs habe ich mir einen Ordner gekauft.,I bought a folder for my exercises in my German course.
other,durchschnittlich,Die Preise sind im letzten Jahr um durchschnittlich 6 % gestiegen.,Prices have risen by an average of 6% in the last year.
verb,realisieren,Diese Pläne sind nicht zu realisieren.,These plans cannot be realized.
verb,realisieren,"Ich habe nicht realisiert, dass die Zeit schon um ist.",I didn't realize that time was already up.
other,bunt,Das bunte Kleid gefällt mir gut.,I like the colorful dress.
noun,Wetterbericht,Hast du schon den Wetterbericht gehört?,Have you heard the weather forecast yet?
noun,Vitamin,"Der Arzt sagt, ich soll viele Vitamine essen.",The doctor says I should eat lots of vitamins.
verb,duzen,"Wollen wir Du zueinander sagen? Ja, wir können uns gern duzen?","Shall we say you to each other? Yes, we can be on first-name terms?"
noun,"Pensionist, Pensionistin",Meine Großmutter arbeitet nicht mehr. Sie ist Pensionistin.,My grandmother no longer works. She is a pensioner.
verb,zugehen,Die Tür geht nicht zu. Kannst du mir helfen?,The door won't close. Can you help me?
noun,Straßenbahn,Nehmen Sie die Straßenbahn Nr. 16.,Take tram no. 16.
noun,Straßenbahn,Fahren wir mit der Straßenbahn oder der U-Bahn?,Are we taking the tram or the subway?
verb,beschädigen,"Bitte machen Sie eine Liste davon, was die Einbrecher beschädigt haben.",Please make a list of what the burglars have damaged.
other,sparsam,Wir haben fünf Kinder. Wir müssen sehr sparsam sein.,We have five children. We have to be very frugal.
other,sparsam,Mein Auto ist sehr sparsam. Es verbraucht nur 5 Liter auf 100 km.,My car is very economical. It only consumes 5 liters per 100 km.
noun,Schaufenster,Ich habe im Schaufenster eine schicke Bluse gesehen.,I saw a chic blouse in the shop window.
noun,Umfrage,Wir machen eine Umfrage zum Thema Umweltschutz.,We are conducting a survey on the subject of environmental protection.
noun,Matura,Meine Tocher hat gerade die Matura gemacht.,My daughter has just graduated from high school.
noun,Tastatur,Die Tastatur an meinem Computer ist ganz neu.,The keyboard on my computer is brand new.
noun,Gebirge,Wir haben unseren Urlaub im Gebirge verbracht.,We spent our vacation in the mountains.
verb,unterlassen,Das Rauchen auf den Gängen ist zu unterlassen.,Smoking in the corridors is prohibited.
other,sozial,Das System ist nicht sozial.,The system is not social.
other,sozial,Es gibt viele soziale Probleme.,There are many social problems.
other,Bio-,Ich kaufe nur noch Biogemüse.,I only buy organic vegetables.
noun,Fläche,Unsere Wohnung hat eine Wohnfläche von 100 m².,Our apartment has a living space of 100 m².
noun,Aushilfe,Wir suchen eine freundliche Aushilfe für unser Geschäft.,We are looking for a friendly assistant for our store.
noun,Wohnsitz,Er hat einen festen Wohnsitz in dieser Stadt.,He has a permanent residence in this city.
noun,Zwiebel,Eine Zwiebel in kleine Stücke schneiden und zusammen mit dem Fleisch braten.,Cut an onion into small pieces and fry together with the meat.
noun,"Sozialarbeiter, Sozialarbeiterin",Die Sozialarbeiterin kommt einmal in der Woche.,The social worker comes once a week.
noun,Reisebüro,Wir haben die Reise im Reisebüro gebucht.,We booked the trip at the travel agency.
noun,Lexikon,Wir könnten im Lexikon nachsehen.,We could look it up in the dictionary.
other,einerseits,"Einerseits möchte ich die Reise gern machen, andererseits ist sie zu teuer.","On the one hand, I would like to make the trip, but on the other hand it is too expensive."
other,äußerlich,Das Medikament dürfen Sie nur äußerlich anwenden.,The medication may only be used externally.
verb,schminken,Du bist heute sehr schön geschminkt.,You're wearing beautiful make-up today.
noun,"Raucher, Raucherin",Gibt es hier ein Zimmer für Raucher?,Is there a room for smokers here?
noun,"Raucher, Raucherin",Ich bin keine Raucherin. Ich bin Nichtraucherin.,I am not a smoker. I am a non-smoker.
noun,Einschreiben,Ich habe den Brief als Einschreiben geschickt.,I sent the letter by registered mail.
noun,Betreuung,Haben Sie eine Betreuung für Ihre Kinder?,Do you have childcare for your children?
noun,Kugelschreiber,Mein Kugelschreiber ist weg.,My ballpoint pen is gone.
verb,sich eignen,Dieses Hotel eignet sich besonders für Familien mit Kindern.,This hotel is particularly suitable for families with children.
noun,Vorort,Wir wohnen in einem Vorort von Köln.,We live in a suburb of Cologne.
noun,Einkauf,Achten Sie beim Einkauf auf Sonderangebote.,Look out for special offers when shopping.
noun,Einkauf,Ich habe alle Einkäufe erledigt. Jetzt können wir einen Kaffee trinken.,I've done all the shopping. Now we can have a coffee.
noun,"Übersetzer, Übersetzerin",Meine Tochter möchte als Übersetzerin arbeiten.,My daughter would like to work as a translator.
verb,ankündigen,Wir sollten unseren Besuch ankündigen.,We should announce our visit.
noun,Jause,Es ist Zeit für eine kleine Jause.,It's time for a little snack.
noun,Aussprache,Ali hat eine gute Aussprache.,Ali has good pronunciation.
verb,sich erkälten,Der Junge hat sich beim Baden erkältet.,The boy caught a cold while bathing.
noun,Gebühr,Die Gebühr liegt bei 60 Euro.,The fee is 60 euros.
other,schmal,Hier kannst du nicht parken. Die Straße ist zu schmal.,You can't park here. The road is too narrow.
noun,Reportage,Hast du die Reportage über Afrika gesehen?,Have you seen the report on Africa?
verb,entgegenkommen,Auf dem Weg nach Hause ist mir mein Nachbar entgegengekommen.,"On the way home, my neighbor ran into me."
verb,entgegenkommen,Können Sie mir mit dem Preis entgegenkommen?,Can you accommodate me with the price?
other,parallel,Die Goethestraße ist parallel zur Hauptstraße.,Goethestrasse is parallel to the main road.
noun,Fremdsprache,Ich spreche drei Fremdsprachen.,I speak three foreign languages.
noun,Erzählung,Diese Erzählung ist sehr berühmt. Du musst sie lesen.,This story is very famous. You must read it.
noun,Briefmarke,Briefmarken bekommen Sie am Schalter 7.,Stamps are available at counter 7.
other,windig,Es ist heute sehr windig.,It's very windy today.
verb,betreuen,Wer betreut bei Ihnen die Kinder?,Who looks after your children?
noun,Karotte,Hasen fressen gern Karotten.,Rabbits like to eat carrots.
noun,Nahrungsmittel,In diesen Ländern fehlen vor allem Nahrungsmittel.,There is a shortage of food in these countries.
other,populär,Diese Musik ist bei Jugendlichen populär.,This music is popular with young people.
noun,Tram,Fahren wir mit dem Tram oder dem Bus?,Are we taking the streetcar or the bus?
other,historisch,Wir waren mit unserer Klasse im Historischen Museum.,We went to the Historical Museum with our class.
noun,Aufforderung,"Sie erhalten eine Aufforderung, den Betrag bis Juni zu zahlen.",You will receive a request to pay the amount by June.
verb,blitzen,Gestern Abend gab es ein Gewitter. Es hat furchtbar geblitzt und gedonnert.,There was a thunderstorm last night. There was terrible lightning and thunder.
verb,blitzen,Ihre Augen blitzen vor Freude.,Her eyes sparkle with joy.
noun,Beleg,Brauchen Sie einen Beleg?,Do you need a receipt?
other,städtisch,Ich gehe gern in die städtische Bibliothek.,I like going to the public library.
other,befriedigend,Das Ergebnis ist befriedigend.,The result is satisfactory.
noun,"Steward, Stewardess",Die Stewardess bringt das Mittagessen.,The stewardess brings lunch.
noun,Vollzeit,Ich möchte gerne Vollzeit arbeiten.,I would like to work full-time.
verb,auffordern,"Sie forderte mich auf, meine Meinung zu sagen.",She asked me to speak my mind.
verb,auffordern,Er fordert sie zum Tanz auf.,He asks them to dance.
noun,Forum,Ich melde mich heute bei diesem Forum an.,I am registering for this forum today.
verb,dekorieren,"Hilfst du mir, den Tisch für die Party zu dekorieren?",Can you help me decorate the table for the party?
noun,Möhre,Hasen fressen gern Möhren.,Rabbits like to eat carrots.
noun,Minderheit,Frauen sind in unserer Firma in der Minderheit.,Women are in the minority in our company.
noun,Voraussetzung,Gesunde Ernährung ist die Voraussetzung für ein langes Leben.,A healthy diet is a prerequisite for a long life.
noun,Voraussetzung,"Er will die Arbeit nur unter der Voraussetzung annehmen, dass ihm die Firma eine Wohnung organisiert.",He only wants to accept the job on the condition that the company organizes an apartment for him.
noun,Vorwahl,Wie ist die Vorwahl von Hamburg?,What is the area code for Hamburg?
noun,Mobiltelefon,Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?,How can I reach you? Do you have a cell phone?
verb,schneien,Heute Nacht hat es geschneit.,It snowed tonight.
other,schädlich,Rauchen ist schädlich für die Gesundheit.,Smoking is harmful to your health.
noun,Arbeitslosigkeit,Die Arbeitslosigkeit ist gesunken.,Unemployment has fallen.
other,minimal,Da ist nur ein minimaler Unterschied.,There is only a minimal difference.
other,statistisch,Die statistischen Ergebnisse zeigen eine gute Entwicklung.,The statistical results show a positive trend.
other,salzig,Dieses Essen ist zu salzig für mich.,This food is too salty for me.
noun,Erhöhung,Wir streiken für eine Lohnerhöhung.,We are striking for a pay rise.
noun,Kiosk,Zeitungen bekommst du am Kiosk.,You can get newspapers at newsstands.
noun,Referat,Vielen Dank für dieses interessante Referat.,Thank you very much for this interesting presentation.
other,sonnig,Das Wetter morgen: sonnig und warm.,The weather tomorrow: sunny and warm.
noun,Rückfahrt,Auf der Rückfahrt besuche ich meine Eltern.,"On the way back, I visit my parents."
noun,Schnitzel,Bitte ein Schnitzel mit Kartoffeln und Salat.,Please a schnitzel with potatoes and salad.
other,Doppel-,Wir hätten gern ein Doppelbett.,We would like a double bed.
other,Doppel-,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,Do you want a double room or a single room?
noun,Kopierer,Der Kopierer ist schon wieder kaputt.,The photocopier is broken again.
verb,umtauschen,Ich möchte diese Bluse umtauschen. Sie passt mir nicht.,I would like to exchange this blouse. It doesn't fit me.
verb,umtauschen,Wo kann ich Geld umtauschen?,Where can I exchange money?
verb,heizen,Wir heizen mit Öl.,We heat with oil.
verb,heizen,Ziehen Sie sich warm an. In der Halle ist nicht geheizt.,Dress warmly. The hall is not heated.
noun,Sonderangebot,Das ist ein Sonderangebot: 25 % reduziert.,This is a special offer: 25% off.
noun,Diskothek,Wir gehen heute Abend in die Disko(thek).,We're going to the disco(thek) tonight.
noun,Wanderung,Wir haben in den Ferien eine schöne Wanderung gemacht.,We went on a lovely hike during the vacations.
verb,verbrauchen,Wie viel Benzin verbraucht dein Auto?,How much gas does your car use?
other,elektrisch,"Wir kochen nicht mit Gas, sondern elektrisch.","We don't cook with gas, but with electricity."
noun,Rind,Ich esse nur Fleisch vom Rind.,I only eat beef.
noun,Schwierigkeit,Ich hatte große Schwierigkeiten einen Parkplatz zu bekommen.,I had great difficulty getting a parking space.
noun,Notausgang,Der Notausgang ist gleich hier bei der Treppe.,The emergency exit is right here by the stairs.
noun,Sehenswürdigkeit,Welche Sehenswürdigkeiten gibt es hier?,What sights are there here?
noun,Pflaume,Ich esse gern Pflaumen und noch lieber Pflaumenkuchen.,I love eating plums and even more plum cake.
noun,Sprechstunde,Frau Dr. Berger hat von 8 bis 12 Uhr Sprechstunde.,Dr. Berger has consultation hours from 8 a.m. to 12 noon.
noun,Halbpension,Wir möchten ein Hotel mit Halbpension.,We would like a hotel with half board.
other,mobil/mobil-,Mit dem Fahrrad bin ich in der Stadt sehr mobil.,I'm very mobile in the city on my bike.
other,mild,"Möchten Sie die Soße scharf? – Nein, bitte ganz mild.","Would you like the sauce hot? - No, very mild please."
other,mild,Wie wird das Wetter? – Es soll etwas milder werden.,What's the weather going to be like?
verb,verpacken,Hast Du die Pakete gut verpackt?,Did you pack the parcels well?
noun,Senioren,Dieser Computerkurs ist für Senioren.,This computer course is for seniors.
verb,umsteigen,In Ulm müssen Sie umsteigen.,You have to change trains in Ulm.
other,musikalisch,"Sie ist sehr musikalisch: Sie spielt Klavier, Flöte und Geige.","She is very musical: she plays the piano, flute and violin."
other,musikalisch,Das musikalische Angebot gefällt mir.,I like the music on offer.
noun,Mobilbox,Ich habe zwei Nachrichten auf meiner Mobilbox.,I have two messages on my voicemail.
verb,zunehmen,Ich habe im Urlaub 1 Kilo zugenommen.,I gained 1 kilo during my vacation.
other,Spezial-,Ich brauche eine Spezialpflege für trockenes Haar.,I need special care for dry hair.
noun,Krimi,Heute Abend kommt ein spannender Krimi im Fernsehen.,There's an exciting thriller on TV tonight.
verb,ergänzen,Ergänzen Sie bitte die fehlenden Angaben.,Please complete the missing information.
noun,Förderung,Für das Projekt bekommen wir eine Förderung von der Stadt.,We receive funding from the city for the project.
noun,Umtausch,Ein Umtausch ist leider nicht möglich.,An exchange is unfortunately not possible.
noun,Buchhandlung,In der Buchhandlung in der Stadt haben sie das Buch sicher.,They certainly have the book in the bookstore in town.
noun,Mahnung,"Wenn du die Rechnung nicht pünktlich bezahlst, bekommst du eine Mahnung.","If you do not pay the bill on time, you will receive a reminder."
noun,"Fußgänger, Fußgängerin",Dieser Weg ist nur für Fußgänger.,This path is for pedestrians only.
noun,Ordination,Frau Dr. Berger hat von 8 bis 12 Uhr Ordination.,Dr. Berger has consultation hours from 8 am to 12 pm.
noun,Drogerie,Waschmittel bekommst du in der Drogerie.,You can buy detergent at the drugstore.
other,virtuell,Auf dieser Website kann man an einer virtuellen Stadtrundfahrt teilnehmen.,You can take part in a virtual city tour on this website.
other,Lieblings-,"z. B. Lieblingsfarbe, Lieblingsfilm, Lieblingsessen Mein Lieblingsessen ist Pizza.","z. e.g. favorite color, favorite movie, favorite food My favorite food is pizza."
noun,Fußgängerzone,Wir treffen uns um 15 Uhr in der Fußgängerzone.,We meet at 3 p.m. in the pedestrian zone.
other,zahlreich,Die Gäste sind zahlreich gekommen. Es gibt zahlreiche Beispiele für gute Zusammenarbeit.,The guests came in large numbers. There are numerous examples of good cooperation.
other,zukünftig,"Ich bitte dich, zukünftig früher zu kommen.",I would ask you to come earlier in future.
verb,integrieren,Sie ist schon sehr gut im Team integriert.,She is already very well integrated into the team.
verb,integrieren,Die Leute aus dem Ausland sollen besser integriert werden.,People from abroad should be better integrated.
noun,Einbahnstraße,Die Goethestraße ist jetzt eine Einbahnstraße.,Goethestrasse is now a one-way street.
other,entspannend,Der Urlaub war sehr entspannend.,The vacation was very relaxing.
other,elektronisch,"Wir sollten die Daten elektronisch bearbeiten, sonst dauert es zu lange.","We should process the data electronically, otherwise it will take too long."
other,chic/schick,Ich finde dein Kleid sehr chick.,I think your dress is very fancy.
noun,Qualifikation,Für diese Arbeit haben Sie gute Qualifikationen.,You have good qualifications for this work.
noun,Teilzeit,Ich arbeite im Moment nur Teilzeit.,I only work part-time at the moment.
noun,"Nichtraucher, Nichtraucherin",In unserer Familie sind alle Nichtraucher.,Everyone in our family is a non-smoker.
noun,"Nichtraucher, Nichtraucherin",Möchten Sie einen Tisch im Nichtraucherbereich?,Would you like a table in the non-smoking area?
verb,einfügen,"Markieren Sie zuerst die Zeilen, dann „kopieren“ drücken und dann einfügen.","First select the lines, then press ""copy"" and then paste."
verb,einführen,Dürfen wir diese Ware ins Land einführen?,Are we allowed to import these goods into the country?
verb,einführen,Wir haben letztes Jahr ein neues System eingeführt.,We introduced a new system last year.
noun,Gymnastik,Ich mache jeden Morgen Gymnastik.,I do gymnastics every morning.
noun,Annonce,"Ich habe alle Annoncen gelesen, aber die Wohnungen sind zu teuer.","I have read all the advertisements, but the apartments are too expensive."
other,tolerant,Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.,The neighbors often listen to loud music. We have to be very tolerant.
verb,zusammenfassen,Können Sie das bitte noch einmal kurz zusammenfassen?,Can you please summarize this briefly?
noun,Volleyball,Im Sommer spiele ich gern Volleyball.,I like to play volleyball in the summer.
noun,Automat,Zigaretten bekommst du am Automaten.,You can get cigarettes from the vending machine.
noun,Automat,Der Fahrkartenautomat ist auf dem Bahnsteig.,The ticket machine is on the platform.
other,Elektro-,"z.B. Elektrogeschäft, Elektroingenieur, Elektroherd","e.g. electrical store, electrical engineer, electric stove"
noun,Reform,Die Regierung plant für nächstes Jahr eine Reform. Die Steuern sollen steigen.,The government is planning a reform for next year. Taxes are to rise.
noun,Rüebli,Hasen fressen gern Rüebli.,Rabbits like to eat carrots.
noun,Nudel,Möchten Sie Nudeln oder Reis? – Lieber Nudeln.,Would you prefer pasta or rice?
noun,Krankenpfleger,Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.,My brother works as a nurse in the hospital.
noun,Altenheim,Die Großeltern unserer Nachbarn sind im Altenheim.,Our neighbors' grandparents are in a retirement home.
verb,begründen,Bitte begründen Sie Ihre Meinung.,Please give reasons for your opinion.
verb,abmachen,"Wir hatten doch abgemacht, dass du die Getränke besorgst.",We agreed that you would get the drinks.
noun,Quiz,Er hat beim Quiz gewonnen.,He won the quiz.
